price,address,bds,ba,sqft,image
"$335,000","3182 Holly Mill Run, Marietta, GA 30062",4,3,"2,779","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$78,000","3528 Hopkins Ct, Powder Springs, GA 30127",3,3,"1,364","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$264,900","4822 Helga Way NE, Woodstock, GA 30188",4,3,"2,165","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$184,000","975 Brackett Rd, Marietta, GA 30066",2,1,960,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$318,000","3979 Lagrone St, Powder Springs, GA 30127",4,3,"2,251","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$258,000","6422 Queens Court Trce #7, Mableton, GA 30126",3,3,"1,680","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$125,000","398 Promenade Ct SW, Marietta, GA 30064",2,2,"1,080","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$397,000","5706 Vinings Place Dr SE, Mableton, GA 30126",4,3,"2,794",N/A
"$265,000","118 Lucia Dr SE, Smyrna, GA 30082",3,2,"1,309","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$155,000","747 Polk St NW, Marietta, GA 30064",0.38,N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$336,100","343 Niles Ct #24, Marietta, GA 30060",3,3,"1,805","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$315,000","481 Smithstone Rd SE, Marietta, GA 30067",4,4,"2,370","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$527,000","4206 Barnes Meadow Rd SW, Smyrna, GA 30082",5,5,"5,276","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$241,000","3279 Clearview Dr SW, Marietta, GA 30060",4,3,"2,240","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$334,900","2894 Blackberry Ln, Marietta, GA 30068",3,2,"1,436","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$678,000","3317 Cranmore Chase, Marietta, GA 30066",6,5,"5,229","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$389,900","4350 Nesbin Dr NE, Kennesaw, GA 30144",5,16,"5,246","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$166,900","4309 Thorngate Ln, Acworth, GA 30101",2,3,"1,176","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$640,000","4004 Charrwood Trce, Marietta, GA 30062",4,5,"4,320","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$468,000","2108 Sonoma Dr SE, Smyrna, GA 30080",3,4,"2,128","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$227,000","4695 Bennett St, Austell, GA 30106",3,2,"1,408",https://photos.zillowstatic.com/p_e/ISn635mamvtxrc0000000000.jpg
"$530,000","3340 Brookview Dr, Marietta, GA 30068",4,4,"2,628",https://photos.zillowstatic.com/p_e/ISa40fzkzh19cz.jpg
"$580,000","3642 Summit Oaks Drive, Marietta, GA 30075",6,5,"4,546",N/A
"$358,000","676 Maple Grove Way, Marietta, GA 30066",5,3,"3,195",https://photos.zillowstatic.com/p_e/ISbphrrw3ryzbh0000000000.jpg
"$176,000","25 Highoak Dr NE, Marietta, GA 30066",3,3,"1,410",https://photos.zillowstatic.com/p_e/ISzn8qrp9fqw5h1000000000.jpg
"$350,000","2630 Spencers Trce NE, Marietta, GA 30062",4,3,"2,566",https://photos.zillowstatic.com/p_e/ISb9xwlipfg6ii1000000000.jpg
"$334,000","3378 Woodrun Trl, Marietta, GA 30062",3,3,"2,717",https://photos.zillowstatic.com/p_e/ISbp1zmx109tr50000000000.jpg
"$535,000","2120 Cheyanne Dr SE, Smyrna, GA 30080",4,4,"3,296",https://photos.zillowstatic.com/p_e/IS3ny0a1y5xtwy0000000000.jpg
"$445,000","6147 Queens River Dr, Mableton, GA 30126",5,4,"4,010",N/A
"$230,000","4183 Irish Highland Dr, Powder Springs, GA 30127",3,3,"2,404","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$294,000","5339 Concordia Pl SE, Mableton, GA 30126",3,4,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$432,500","1581 Bentcreek Dr, Marietta, GA 30062",4,3,"3,049","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$305,000","860 Trailside Ln SW, Marietta, GA 30064",3,2,"1,965","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$223,000","4972 Turtle Rock Dr, Marietta, GA 30066",3,2,"1,308","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$160,000","3045 Hacienda Ct, Marietta, GA 30066",3,2,"1,056","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$210,000","602 Dover St, Marietta, GA 30066",4,2,"1,536","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$495,000","511 Park Ln SE, Marietta, GA 30067",4,3,"3,130","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$295,000","1024 Parsons Greene Dr, Powder Springs, GA 30127",4,3,"2,554","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$198,500","1015 Azalea Cir, Marietta, GA 30062",3,2,925,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$322,000","733 Evelyn Ln, Marietta, GA 30008",4,3,"3,294",N/A
"$278,000","4845 Dartford Dr, Powder Springs, GA 30127",4,3,"2,692","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$330,000","3021 Stoneridge Ct NW, Marietta, GA 30064",3,3,"2,856","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$374,000","2945 Vine Grove St, Powder Springs, GA 30127",4,4,"2,800","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$274,900","1162 Meadow Oaks Dr NW, Acworth, GA 30102",4,3,"3,029","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$439,000","5191 Catalpa Knls NW, Acworth, GA 30101",4,4,"3,153","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$178,480","2855 Lakemont Dr SW, Marietta, GA 30060",Studio,--,"2,220","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$300,000","304 Holbrook Rd #11, Smyrna, GA 30082",3,4,"2,356","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$137,000","2109 Kennesaw Way SE, Smyrna, GA 30080",3,1,"1,126","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$210,000","6050 Water Oaks Dr #97, Austell, GA 30106",4,3,"1,930","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$332,000","1165 Chestnut Hill Cir SW, Marietta, GA 30064",3,3,"2,426","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$175,000","72 Kilgore Dr SE, Mableton, GA 30126",3,2,"1,358","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$179,000","1173 Caprice Dr, Powder Springs, GA 30127",3,2,"1,308","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$175,000","5341 Memorial Ln, Powder Springs, GA 30127",3,2,"1,260","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$220,000","763 Frasier Cir SE, Marietta, GA 30060",3,2,"1,356","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$210,000","6050 Water Oaks Dr, Austell, GA 30106",4,3,"1,930","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$252,000","1637 Samantha Pl SW, Marietta, GA 30008",3,3,"2,190","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$650,000","2382 New Salem Trce, Marietta, GA 30064",4,6,"4,498","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$347,500","1970 Glenroy Pl SE, Smyrna, GA 30080",3,2,"1,258","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$238,900","3631 Stonewall Dr SE, Atlanta, GA 30339",3,3,"1,680",N/A
"$465,000","3884 Stone Lake Dr NW, Kennesaw, GA 30152",5,4,"3,477","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$179,000","1173 Caprice Dr, Powder Springs, GA 30127",3,2,"1,308",https://photos.zillowstatic.com/p_e/ISvspjwt05mxzr0000000000.jpg
"$210,000","6050 Water Oaks Dr #97, Austell, GA 30106",4,3,"1,930",https://photos.zillowstatic.com/p_e/IS7i1rxfi3hvmf0000000000.jpg
"$665,000","4642 Gilhams Rd NE, Roswell, GA 30075",5,5,"3,666",https://photos.zillowstatic.com/p_e/ISnqunu1wajq5t0000000000.jpg
"$227,000","5012 Olde Mill Dr, Marietta, GA 30066",3,2,"1,591",https://photos.zillowstatic.com/p_e/ISnex5tex0ilwb1000000000.jpg
"$234,900","1773 San Andra Dr, Marietta, GA 30062",4,3,"2,062",https://photos.zillowstatic.com/p_e/ISxbjifjrihenn1000000000.jpg
"$220,000","767 Shadybrook Dr NE, Marietta, GA 30066",5,3,"3,266",https://photos.zillowstatic.com/p_e/ISbtwtehkd8ud90000000000.jpg
"$275,000","2352 Proctor Creek Enclave, Acworth, GA 30101",4,3,"2,406",https://photos.zillowstatic.com/p_e/ISjb0bj1posdtm1000000000.jpg
"$201,800","4029 Cottage Oaks Dr, Acworth, GA 30101",2,2,"1,588",https://photos.zillowstatic.com/p_e/ISxbn1lz7pi2w10000000000.jpg
"$352,000","487 Briarfield Xing, Marietta, GA 30066",5,3,"3,014",https://photos.zillowstatic.com/p_e/IS76gu087f2vwp1000000000.jpg
$1.20M,"1392 Torpin Hill Ct NW #36, Kennesaw, GA 30152",6,6,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
$1.20M,"1392 Torpin Hill Ct NW, Kennesaw, GA 30152",6,6,"6,643","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$486,000","5477 Brookstone Dr NW, Acworth, GA 30101",6,5,"4,385","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$405,000","4680 Glenforest Dr NE, Roswell, GA 30075",4,2,"2,604","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$650,000","2382 New Salem Trce, Marietta, GA 30064",--,--,--,N/A
"$130,000","5850 Miller Rd, Austell, GA 30106",3,1,"1,000","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$182,000","4500 Caleb Xing, Powder Springs, GA 30127",2,2,"1,316","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$210,000","396 Floyd St SE, Smyrna, GA 30082",3,1,816,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$575,000","179 Manget St SE, Marietta, GA 30060",4,3,"3,635","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$787,374","4914 Lisburn Ln, Powder Springs, GA 30127",4,4,"5,403","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$115,000","2350 Old Spring Rd SE, Smyrna, GA 30080",3,1,984,N/A
"$275,000","2085 Harold Ave SE, Smyrna, GA 30080",3,2,"2,093","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$170,000","1490 Cloverdale Dr SE, Marietta, GA 30067",3,1,"1,087","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$333,000","569 Mirrormont Dr SE, Smyrna, GA 30080",3,4,"1,687","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$316,000","1451 Echo Mill Dr, Powder Springs, GA 30127",4,3,"3,049","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$457,000","3025 Greenfield Dr, Marietta, GA 30068",4,4,"3,652","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$500,000","441 Willowbrook Dr SE, Smyrna, GA 30082",5,4,"4,828","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$335,000","3309 Concord Cir SE, Smyrna, GA 30080",3,2,"1,195","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$594,000","99 Midway Rd NW, Marietta, GA 30064",5,5,"6,427","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
$1.11M,"2728 Long Grove Dr, Marietta, GA 30062",7,6.5,"7,317","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$825,000","2946 Windstone Cir, Marietta, GA 30062",5,5,"4,340","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$255,000","3646 Autumn Ridge Pkwy, Marietta, GA 30066",4,3,"2,451","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$228,500","2287 Flora Dr, Marietta, GA 30066",3,2,"1,350","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$630,000","2991 Bonaire Gln, Marietta, GA 30066",5,4,"4,557","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$169,900","679 Gettysburg Trl NE, Kennesaw, GA 30144",3,2,"1,344","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$267,000","2012 Cobblewood Dr NW, Kennesaw, GA 30152",5,3,"1,946","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$421,500","4254 Taylor St, Acworth, GA 30101",4,4,"2,733","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$230,000","2651 Lake Park Bnd, Acworth, GA 30101",3,3,"1,444","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$166,000","1119 Shiloh Ln NW, Kennesaw, GA 30144",2,3,"1,373","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$610,000","2722 Ellery Way NE, Marietta, GA 30062",4,4,"3,077","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$381,000","3739 Summit Dr NW, Acworth, GA 30101",6,4,"3,751","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$630,000","2991 Bonaire Gln, Marietta, GA 30066",5,4,"4,557",https://photos.zillowstatic.com/p_e/ISv8exve8pwxn70000000000.jpg
"$230,000","14 Jekyll Dr #31, Marietta, GA 30066",3,3,"1,776",https://photos.zillowstatic.com/p_e/IS7euuk9b4vlg10000000000.jpg
"$166,000","1119 Shiloh Ln NW, Kennesaw, GA 30144",2,3,"1,373",https://photos.zillowstatic.com/p_e/ISr9kft3kclum90000000000.jpg
"$610,000","2722 Ellery Way NE, Marietta, GA 30062",4,4,"3,077",https://photos.zillowstatic.com/p_e/ISfk4xcn6xv2t41000000000.jpg
"$160,000","3561 Ridgecrest Dr, Powder Springs, GA 30127",3,2,"1,284",https://photos.zillowstatic.com/p_e/IS72dlgegbw3631000000000.jpg
"$505,000","2777 Mathews St SE, Smyrna, GA 30080",4,4,"2,458",https://photos.zillowstatic.com/p_e/ISnmf5jzcijkg81000000000.jpg
"$835,000","4005 Highfield Way, Marietta, GA 30062",6,6,"6,342",https://photos.zillowstatic.com/p_e/IS3vknc61xusva1000000000.jpg
"$249,600","1845 Creat Trl SE, Smyrna, GA 30080",3,2,"1,363",https://photos.zillowstatic.com/p_e/ISzr3xsghk3mlu1000000000.jpg
"$136,000","937 Mill Stone Dr, Marietta, GA 30062",2,3,"1,232",https://photos.zillowstatic.com/p_e/ISvgomo8y81a4b0000000000.jpg
"$167,500","7070 Blairs View Dr #5, Austell, GA 30168",3,3,"1,680","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$210,000","4809 Clove Dr SW, Mableton, GA 30126",3,3,"2,334","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$384,900","2315 Magaw Ln, Powder Springs, GA 30127",5,4,"3,651","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$312,000","313 Niles Ct #29, Marietta, GA 30060",3,3,"1,805","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$310,000","325 Niles Ct #27, Marietta, GA 30060",3,3,"1,800","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$250,000","2315 Paces Ferry Rd SE, Smyrna, GA 30080",3,2,"1,181","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$242,900","155 Covington Ave NE, Marietta, GA 30060",3,2,"1,240","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$307,000","80 Mount Calvary Rd NW, Marietta, GA 30064",3,2,"1,683","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$529,000","2487 Reed St SE, Smyrna, GA 30080",4,3,"2,610","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$18,000","0 Lynne Cir, Mableton, GA 30126",0.63,N/A,N/A,N/A
"$275,000","1815 Dunrobin Dr SE, Smyrna, GA 30082",2,3,"1,864","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$290,000","2550 Glendale Cir SE, Smyrna, GA 30080",3,2,"1,153","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$418,000","1272 Colony Dr, Marietta, GA 30068",4,3,"2,350","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$255,000","4168 Integrity Way, Powder Springs, GA 30127",4,4,"2,031","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$359,900","106 Fender Walk, Marietta, GA 30060",4,3,"2,462",N/A
"$270,000","2276 Goodwood Blvd SE, Smyrna, GA 30080",3,3,"1,337","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$314,115","939 Hewitt Dr SE, Mableton, GA 30126",--,N/A,N/A,N/A
"$149,380","3560 Valley Dr, Powder Springs, GA 30127",4,4,"3,348","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$325,000","3590 W Hampton Dr NW, Marietta, GA 30064",4,3,"3,205","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$435,000","429 Frasier St SE, Marietta, GA 30060",4,4,"3,040","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$170,000","1490 Cloverdale Dr SE #56, Marietta, GA 30067",3,1,"1,086","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$298,000","4878 Brown Leaf Dr, Powder Springs, GA 30127",5,4,"3,700","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$543,000","1550 Sophia Ln SE, Smyrna, GA 30082",6,4,"3,430","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$375,000","3710 Wisteria Ln SE, Smyrna, GA 30082",4,3,"1,435","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
