ZipCode,ZipCode Latitude,ZipCode Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
30320,33.656824,-84.423648,The Crab Spot,33.65925639363072,-84.42817323568849,Seafood Restaurant
30320,33.656824,-84.423648,Renaissance Concourse Ballroom,33.65384137786358,-84.42726885455613,Hotel
30004,34.119177,-84.30292,Cooper Sandy Lake,34.11610909194299,-84.30171768644678,Lake
30005,34.080034999999995,-84.21929,ApplyAgile Inc,34.0826349,-84.2182204,IT Services
30005,34.080034999999995,-84.21929,Lake Windward Access (Schooner Ridge),34.077049,-84.219933,Lake
30009,33.844371,-84.47405,Heather Dzubinski,33.845201751872125,-84.47502493858337,Accessories Store
30022,34.026238,-84.24506,Carvel Ice Cream,34.02579116821289,-84.25039672851562,Ice Cream Shop
30022,34.026238,-84.24506,Anytime Fitness,34.02611,-84.25,Gym / Fitness Center
30022,34.026238,-84.24506,Brooklyn Cantina,34.02550482060395,-84.25038209840255,American Restaurant
30022,34.026238,-84.24506,Workout Anytime Boaz,34.02623033604774,-84.25035837667414,Gym
30022,34.026238,-84.24506,Jaguar Bai INC,34.02778409833671,-84.24302458763123,Business Service
30022,34.026238,-84.24506,"Vernon, Breakfield & Associates",34.02645033317565,-84.24097537994385,Home Service
30022,34.026238,-84.24506,Jones Bridge Rd & Waters Rd,34.02577710434846,-84.24936654154203,Cruise
30022,34.026238,-84.24506,Jersey Boyz Pizza,34.02578031948591,-84.25020688591478,Pizza Place
30023,33.844371,-84.47405,Heather Dzubinski,33.845201751872125,-84.47502493858337,Accessories Store
30301,33.844371,-84.47405,Heather Dzubinski,33.845201751872125,-84.47502493858337,Accessories Store
30302,33.844371,-84.47405,Heather Dzubinski,33.845201751872125,-84.47502493858337,Accessories Store
30303,33.752856,-84.39013,Walgreens,33.7543449048952,-84.38948411535989,Pharmacy
30303,33.752856,-84.39013,The Masquerade,33.75171952169695,-84.38973873781782,Music Venue
30303,33.752856,-84.39013,Ebrik Coffee Room,33.753897,-84.388782,Coffee Shop
30303,33.752856,-84.39013,Anatolia Cafe & Hookah Lounge,33.755119638653156,-84.38941330353451,Hookah Bar
30303,33.752856,-84.39013,Buenos Dias Cafe,33.75377864365491,-84.38881563060168,Cuban Restaurant
30303,33.752856,-84.39013,Blossom Tree,33.755496025459365,-84.38900575560557,Korean Restaurant
30303,33.752856,-84.39013,Fish Bowl Poké,33.75572717691757,-84.38940018084884,Poke Place
30303,33.752856,-84.39013,Reuben's Deli,33.75568700591916,-84.38944177070124,Deli / Bodega
30303,33.752856,-84.39013,Weekday Cafe,33.75427813699731,-84.38889188050935,Burger Joint
30303,33.752856,-84.39013,Jamrock Restaurant,33.75155395303365,-84.39135558289084,Caribbean Restaurant
30303,33.752856,-84.39013,Dua Vietnamese Noodle Soup,33.75560963018946,-84.38953015424566,Vietnamese Restaurant
30303,33.752856,-84.39013,Georgia Railroad Freight Depot,33.751478792774975,-84.38822437417265,Event Space
30303,33.752856,-84.39013,Roly Poly Sandwiches,33.75435826251998,-84.38879116337033,Sandwich Place
30303,33.752856,-84.39013,NaanStop,33.755792460006006,-84.38927438016196,Indian Restaurant
30303,33.752856,-84.39013,Taqueria on Broad,33.755634357666565,-84.38952574300973,Mexican Restaurant
30303,33.752856,-84.39013,GSU Sports Arena,33.75173483347076,-84.38632832709514,College Basketball Court
30303,33.752856,-84.39013,Ali Baba,33.755703352485,-84.38941938022802,Falafel Restaurant
30303,33.752856,-84.39013,Café Lucia,33.755854319443735,-84.39006949874123,Café
30303,33.752856,-84.39013,Mammal Gallery,33.75226390788676,-84.39302658511906,Art Gallery
30303,33.752856,-84.39013,Rialto Center for the Arts,33.756813077867285,-84.38923876475026,Performing Arts Venue
30303,33.752856,-84.39013,Rosa's Pizza,33.755799231186174,-84.389264158008,Pizza Place
30303,33.752856,-84.39013,Baraka Shawarma,33.75646257646296,-84.39088224519561,Mediterranean Restaurant
30303,33.752856,-84.39013,Sensational Subs,33.754621754926134,-84.38816843754053,Sandwich Place
30303,33.752856,-84.39013,Get Fruity Cafe,33.75628769390578,-84.3918855797567,Juice Bar
30303,33.752856,-84.39013,Theatrical Outfit,33.757137994616215,-84.38939371972418,Theater
30303,33.752856,-84.39013,Jersey Mike's Subs,33.755888,-84.391068,Sandwich Place
30303,33.752856,-84.39013,Highland Bakery,33.755644466461455,-84.38824129134171,Bakery
30303,33.752856,-84.39013,Chick-fil-A,33.7527686,-84.3856271,Food Service
30303,33.752856,-84.39013,Slice Downtown,33.756959240042754,-84.39007313055326,Lounge
30303,33.752856,-84.39013,Cinefest Film Theatre,33.7523885547659,-84.3862562211096,Movie Theater
30303,33.752856,-84.39013,Smoothie King,33.756057,-84.389171,Smoothie Shop
30303,33.752856,-84.39013,Willy's Mexicana Grill #22,33.751293296407006,-84.38533716059024,Mexican Restaurant
30303,33.752856,-84.39013,Rising Roll Gourmet,33.756588,-84.388095,Sandwich Place
30303,33.752856,-84.39013,Jimmy John's,33.756231773655216,-84.38881119290666,Sandwich Place
30303,33.752856,-84.39013,Balzer Theater at Herren's,33.757168720716436,-84.38936483021202,Theater
30303,33.752856,-84.39013,Waffle House,33.750892,-84.385622,Breakfast Spot
30303,33.752856,-84.39013,Hurt Park,33.75420529617853,-84.3855004193557,Park
30304,33.848196,-84.429296,OK Cafe,33.84886347424861,-84.42953560315765,Diner
30304,33.848196,-84.429296,Blue Ridge Grill,33.849540130159504,-84.42930356872071,American Restaurant
30304,33.848196,-84.429296,Willy's Mexicana Grill #10,33.84922804814664,-84.42846946886965,Mexican Restaurant
30304,33.848196,-84.429296,Chick-fil-A,33.8474858,-84.428791,Fast Food Restaurant
30304,33.848196,-84.429296,Goldberg's Bagels & Deli,33.848106,-84.428893,Bagel Shop
30304,33.848196,-84.429296,West Stride,33.85068808399538,-84.42943158974988,Sporting Goods Shop
30304,33.848196,-84.429296,Smoothie King,33.848131,-84.42885,Smoothie Shop
30304,33.848196,-84.429296,Thomas' Barber Shop,33.84817868524502,-84.4289053272977,Salon / Barbershop
30304,33.848196,-84.429296,Houston's,33.85114093829574,-84.43010970148185,American Restaurant
30304,33.848196,-84.429296,Starbucks,33.849338516657646,-84.42855934731493,Coffee Shop
30304,33.848196,-84.429296,Yogurtland,33.848177,-84.428638,Dessert Shop
30304,33.848196,-84.429296,Publix,33.848429216019966,-84.42822605352153,Grocery Store
30304,33.848196,-84.429296,Yogurtland,33.84822463989258,-84.4288101196289,Dessert Shop
30304,33.848196,-84.429296,Whole Foods Market,33.85028205947959,-84.42954005964054,Grocery Store
30304,33.848196,-84.429296,Local Three,33.844818155461546,-84.42646920896185,New American Restaurant
30304,33.848196,-84.429296,Starbucks,33.847586,-84.429851,Coffee Shop
30304,33.848196,-84.429296,Optique At West Paces,33.84881744797325,-84.42789965641401,Optical Shop
30304,33.848196,-84.429296,Pero's Pizza & Pasta,33.850948939857105,-84.42937832595872,Italian Restaurant
30304,33.848196,-84.429296,The UPS Store,33.8481667,-84.428726,Shipping Store
30304,33.848196,-84.429296,Lush Nail & Spa,33.851132341448576,-84.42936127496581,Spa
30304,33.848196,-84.429296,CVS pharmacy,33.84732150058597,-84.42830893119695,Pharmacy
30304,33.848196,-84.429296,Wells Fargo,33.8468257,-84.4280506,Bank
30304,33.848196,-84.429296,Steak 'n Shake,33.847852617007035,-84.43021862651221,American Restaurant
30304,33.848196,-84.429296,FedEx Office Print & Ship Center,33.8471794,-84.428068,Shipping Store
30304,33.848196,-84.429296,Core,33.849125,-84.427501,Gym / Fitness Center
30304,33.848196,-84.429296,Gretchens,33.84884584713711,-84.42840873492084,Kids Store
30304,33.848196,-84.429296,Blue Ridge Grill,33.849639892578125,-84.42916107177734,American Restaurant
30304,33.848196,-84.429296,Mathews Furniture Galleries,33.84849166870117,-84.4285659790039,Furniture / Home Store
30304,33.848196,-84.429296,KAM's Alterations,33.85025405883789,-84.42953491210938,Clothing Store
30304,33.848196,-84.429296,Paper Affair,33.85042592487302,-84.42929078662826,Paper / Office Supplies Store
30304,33.848196,-84.429296,Bean Head Toys,33.850545351431556,-84.42947027227085,Toy / Game Store
30304,33.848196,-84.429296,Pero's,33.85089874267578,-84.42916870117188,Pizza Place
30304,33.848196,-84.429296,Reserve At West Paces Tennis Court,33.85008470849509,-84.4322188980979,Tennis Court
30304,33.848196,-84.429296,Westminster Tennis Court,33.846718236248535,-84.43293680154483,Tennis Court
30304,33.848196,-84.429296,Red Bandanna,33.85176086425781,-84.43074035644531,Pet Store
30304,33.848196,-84.429296,Warhorse Investments,33.844728,-84.426226,New American Restaurant
30305,33.830054,-84.38472,Fellini's Pizza,33.83156807495454,-84.3851577393311,Pizza Place
30305,33.830054,-84.38472,Peachtree Road Farmer's Market,33.83190582669642,-84.38607215881348,Farmers Market
30305,33.830054,-84.38472,Family Life Center,33.829623234174704,-84.38578036367224,Gym
30305,33.830054,-84.38472,La Grotta Ristorante Italiano,33.82695476402319,-84.38682366169468,Italian Restaurant
30305,33.830054,-84.38472,Peachtree Heights East Duck Pond and Parks,33.82561154070701,-84.38462797448163,Park
30305,33.830054,-84.38472,Cacao Chocolate Lounge and Coffee Bar,33.83189029875238,-84.385026764865,Café
30305,33.830054,-84.38472,Canton Buddha,33.83431921602446,-84.38363456274577,Chinese Restaurant
30305,33.830054,-84.38472,Great Clips,33.834200679971296,-84.38392639160156,Salon / Barbershop
30305,33.830054,-84.38472,Jimmy John's,33.834008572192396,-84.38340139777115,Sandwich Place
30305,33.830054,-84.38472,T-Mobile,33.833919082358285,-84.38417606083976,Mobile Phone Shop
30305,33.830054,-84.38472,The UPS Store,33.8336515626738,-84.38443936784097,Shipping Store
30305,33.830054,-84.38472,Glamour Nails,33.833903619505456,-84.38335218584066,Cosmetics Shop
30305,33.830054,-84.38472,Walgreens,33.8337908,-84.3826221,Pharmacy
30305,33.830054,-84.38472,Grand China Restaurant,33.834112,-84.382852,Sushi Restaurant
30305,33.830054,-84.38472,Solarium Tanning Salon,33.83353858253377,-84.38374272514501,Tanning Salon
30305,33.830054,-84.38472,Party City,33.833554585271145,-84.38401791449729,Miscellaneous Shop
30305,33.830054,-84.38472,Witzlib Fitness Studio,33.83171929462444,-84.38438163476553,Gym
30305,33.830054,-84.38472,T & L Moving and Delivery,33.831037185114425,-84.38579320907593,Moving Target
30305,33.830054,-84.38472,The Great Cupcake Company,33.832015869530146,-84.38491708011644,Cupcake Shop
30305,33.830054,-84.38472,Christ the King Gymnasium,33.82828140258789,-84.3860855102539,Basketball Court
30305,33.830054,-84.38472,Jesus Junction,33.828655124891036,-84.38745054351311,Intersection
30305,33.830054,-84.38472,La Grotta,33.826698,-84.386669,Italian Restaurant
30305,33.830054,-84.38472,Concorde Gym,33.833902685900476,-84.38593150499291,Gym / Fitness Center
30305,33.830054,-84.38472,VIP Alterations,33.834167193114396,-84.38333981165613,Tailor Shop
30306,33.786755,-84.35149,Mali Restaurant,33.78745337853641,-84.35552907181724,Thai Restaurant
30306,33.786755,-84.35149,D.B.A. Barbecue,33.78709077820011,-84.35565054043161,BBQ Joint
30306,33.786755,-84.35149,The Original El Taco,33.78693672198363,-84.35542207532544,Mexican Restaurant
30306,33.786755,-84.35149,Highland Pet Supply,33.78692886108047,-84.35589412634224,Pet Store
30306,33.786755,-84.35149,San Francisco Coffee Roasting Co.,33.787316925777944,-84.35544373893487,Coffee Shop
30306,33.786755,-84.35149,Paper Source,33.78330205345909,-84.35469037462349,Gift Shop
30306,33.786755,-84.35149,George's Bar & Restaurant,33.782988648367876,-84.35438255705407,Burger Joint
30306,33.786755,-84.35149,Cacao,33.783125135197956,-84.35461585385873,Café
30306,33.786755,-84.35149,Pregnancy Massage Center,33.78662132375245,-84.35529604794229,Massage Studio
30306,33.786755,-84.35149,Pierce Yoga Program,33.786440999999996,-84.355611,Yoga Studio
30306,33.786755,-84.35149,Pie Shop,33.78310012817383,-84.35415649414062,Pie Shop
30306,33.786755,-84.35149,Highland Eye Boutique,33.783446000000005,-84.354753,Doctor's Office
30306,33.786755,-84.35149,Savory Spice,33.78322724514976,-84.35467989028508,Food & Drink Shop
30307,33.768205,-84.33785999999999,Candler Park,33.76579443261052,-84.33856508522841,Park
30307,33.768205,-84.33785999999999,Candler Park Golf Course,33.76946511719662,-84.33899716491416,Golf Course
30307,33.768205,-84.33785999999999,Candler Park Tennis Courts,33.766509,-84.33624948,Tennis Court
30307,33.768205,-84.33785999999999,Savannah Avril Photography,33.76826708574511,-84.33682680130005,Photography Studio
30307,33.768205,-84.33785999999999,First Existentialist Congregation,33.7670770488743,-84.33950823461608,Church
30307,33.768205,-84.33785999999999,Just Loaf'n,33.76610456754822,-84.33776385212919,Food Truck
30307,33.768205,-84.33785999999999,Candler Park Pool,33.76609850180331,-84.33802065879223,Pool
30307,33.768205,-84.33785999999999,Basketball Courts,33.76578762338141,-84.33869361877441,Basketball Court
30307,33.768205,-84.33785999999999,Stone Mountain Trail,33.76706633807863,-84.33380375216274,Trail
30307,33.768205,-84.33785999999999,Atlanta Sport And Social Club At Candler Park,33.76484032020443,-84.33996208106694,Athletics & Sports
30307,33.768205,-84.33785999999999,"Tree of Life, Kan",33.770990280033395,-84.34185721749503,Outdoor Sculpture
30308,33.771755,-84.38065,Papi's Cuban & Caribbean Grill,33.77279269414573,-84.38027190840042,Cuban Restaurant
30308,33.771755,-84.38065,Torched Hop Brewing Company,33.77229416970298,-84.37928895440288,Brewery
30308,33.771755,-84.38065,Bon Ton,33.77289806968736,-84.38025482967672,Southern / Soul Food Restaurant
30308,33.771755,-84.38065,Unit 2 Fitness,33.77317193141126,-84.37946941497503,Martial Arts Dojo
30308,33.771755,-84.38065,Nancy's Chicago Pizza,33.7721755,-84.3788266,Pizza Place
30308,33.771755,-84.38065,Krispy Kreme Doughnuts,33.77218351110561,-84.37808564915974,Donut Shop
30308,33.771755,-84.38065,Mary Mac's Tea Room,33.77257437966096,-84.3797886232454,Southern / Soul Food Restaurant
30308,33.771755,-84.38065,Nail Talk & Tan,33.770079221809006,-84.38146190930425,Nail Salon
30308,33.771755,-84.38065,Georgian Terrace Hotel,33.772754,-84.3843,Hotel
30308,33.771755,-84.38065,Poor Calvin's,33.7684,-84.38226,Asian Restaurant
30308,33.771755,-84.38065,JR Crickets,33.77123438813908,-84.38303591249219,Wings Joint
30308,33.771755,-84.38065,Atlanta Eagle,33.77251421753318,-84.37737187086785,Gay Bar
30308,33.771755,-84.38065,The Lucky Exchange,33.77266871247224,-84.38052573756262,Clothing Store
30308,33.771755,-84.38065,Herban Fix Vegan Kitchen,33.770061976970126,-84.38498710001781,Vegetarian / Vegan Restaurant
30308,33.771755,-84.38065,The Fox Theatre,33.77252634458606,-84.38591102695072,Theater
30308,33.771755,-84.38065,Publik Draft House,33.772184268742656,-84.38503578409211,New American Restaurant
30308,33.771755,-84.38065,Land Of A Thousand Hills Coffee,33.774032,-84.384477,Coffee Shop
30308,33.771755,-84.38065,Baraonda Cafe Italiano,33.773784528955616,-84.38485558001588,Italian Restaurant
30308,33.771755,-84.38065,Central Park,33.76871429764313,-84.37678052181603,Park
30308,33.771755,-84.38065,GO Kickball @ Central Park,33.7690031391143,-84.37673945979883,Athletics & Sports
30309,33.794055,-84.38525,Rhodes Hall - The Georgia Trust,33.79586344009382,-84.38818421669346,Monument / Landmark
30309,33.794055,-84.38525,Center Stage,33.7921557179142,-84.38842820685906,Music Venue
30309,33.794055,-84.38525,The Loft,33.792126915422465,-84.38788301094966,Music Venue
30309,33.794055,-84.38525,Center for Puppetry Arts,33.79287075272676,-84.38968996457186,Performing Arts Venue
30309,33.794055,-84.38525,Nan Thai Fine Dining,33.791736335961396,-84.3894102298275,Thai Restaurant
30309,33.794055,-84.38525,Museum of Design Atlanta (MODA),33.79078157957506,-84.3850992131805,Museum
30309,33.794055,-84.38525,Vinyl,33.79208470229536,-84.38781289517115,Music Venue
30309,33.794055,-84.38525,The William Breman Jewish Heritage & Holocaust Museum,33.79393620610367,-84.38981626532389,History Museum
30309,33.794055,-84.38525,Anytime Fitness,33.7923,-84.38592,Gym / Fitness Center
30309,33.794055,-84.38525,Sausalito West Coast Grill,33.793084976672056,-84.38861032356758,American Restaurant
30309,33.794055,-84.38525,Jimmy John's,33.79245766266078,-84.38611507462106,Sandwich Place
30309,33.794055,-84.38525,Huge x BRASH Coffee,33.79248271508546,-84.38557850185441,Coffee Shop
30309,33.794055,-84.38525,Midtown Plaza Cafe,33.79149996998151,-84.38632255833551,Café
30309,33.794055,-84.38525,FedEx Office Print & Ship Center,33.7920886,-84.3857936,Shipping Store
30309,33.794055,-84.38525,twelve eighty inspired dining,33.790062,-84.385723,Restaurant
30309,33.794055,-84.38525,Tavernpointe,33.79721228318694,-84.38834837054574,New American Restaurant
30309,33.794055,-84.38525,Subway,33.79271317855377,-84.38639803709539,Sandwich Place
30309,33.794055,-84.38525,Bill Lowe Gallery,33.79777752972071,-84.38809924384786,Art Gallery
30309,33.794055,-84.38525,Pershing Point Park,33.79375977006493,-84.38613321266754,Park
30309,33.794055,-84.38525,Chevron,33.79603206610767,-84.3876966001997,Gas Station
30309,33.794055,-84.38525,Uptown Station,33.79597113792243,-84.38735528424458,Gas Station
30309,33.794055,-84.38525,Dewberry Gallery of SCAD,33.79757004269583,-84.38826649734989,Art Gallery
30310,33.727807,-84.41983,Monday Night Garage,33.72940670048745,-84.41830253935484,Brewery
30310,33.727807,-84.41983,Atlanta BeltLine Corridor under Lee/Murphy,33.72720458021175,-84.41723835207664,Trail
30310,33.727807,-84.41983,Boxcar,33.73010551941132,-84.41858219283172,Gastropub
30310,33.727807,-84.41983,The Yellow Spot,33.7268389002365,-84.41840780303862,Thrift / Vintage Store
30310,33.727807,-84.41983,Li Package Store,33.725753000000005,-84.419622,Liquor Store
30310,33.727807,-84.41983,Ok Yaki,33.729375,-84.418087,Pop-Up Shop
30310,33.727807,-84.41983,Wild Heaven West End Brewery & Gardens,33.72997904616652,-84.41903114318848,Brewery
30310,33.727807,-84.41983,Texaco,33.72453005120005,-84.42105930078131,Gas Station
30310,33.727807,-84.41983,Girl Crush Boutique (Online Shopping),33.72728432325874,-84.42274332046509,Boutique
30310,33.727807,-84.41983,Hop City Craft Beer & Wine,33.730146,-84.4186,Beer Store
30310,33.727807,-84.41983,Lee + White,33.730430603027344,-84.4192886352539,Market
30310,33.727807,-84.41983,Cut Rate Box,33.72468456134642,-84.41976187506168,Paper / Office Supplies Store
30310,33.727807,-84.41983,Lee St & White St,33.72929,-84.415832,Intersection
30310,33.727807,-84.41983,Best End Brewing Co.,33.731497,-84.421471,Brewery
30310,33.727807,-84.41983,Cultured South,33.731497,-84.421471,Juice Bar
30311,33.724907,-84.47131,Mozzie's Solutions Atlanta Homes,33.72507137495003,-84.47142004966736,Business Service
30312,33.745739,-84.3764,Farm Burger,33.7464701,-84.37843579999999,Burger Joint
30312,33.745739,-84.3764,Mezcalito's Cocina & Tequila Bar,33.74638055556564,-84.37447656413329,Mexican Restaurant
30312,33.745739,-84.3764,Ria's Bluebird,33.746583624581845,-84.37352962650318,Breakfast Spot
30312,33.745739,-84.3764,Tin Lizzy's Cantina,33.746528,-84.37394,Taco Place
30312,33.745739,-84.3764,Six Feet Under Pub & Fish House,33.746555375992315,-84.37286919260443,Seafood Restaurant
30312,33.745739,-84.3764,Daddy D'z,33.74713709278917,-84.37902989470064,BBQ Joint
30312,33.745739,-84.3764,Augustine's,33.746687352061095,-84.37686217912974,Pub
30312,33.745739,-84.3764,Oakland Cemetery,33.74776407953224,-84.37325421682411,Cemetery
30312,33.745739,-84.3764,Revelator Coffee + Little Tart Bakeshop,33.746074401913916,-84.37278614747136,Coffee Shop
30312,33.745739,-84.3764,Nick's Food To Go,33.7474921065436,-84.37974881634432,Greek Restaurant
30312,33.745739,-84.3764,Mattress Factory Lofts Rooftop,33.74821448887973,-84.37785815617937,Scenic Lookout
30312,33.745739,-84.3764,Oakland Cemetery Bell Tower,33.748693262488246,-84.37308778981624,Park
30312,33.745739,-84.3764,Republic Social House,33.74661027197993,-84.37317634037163,American Restaurant
30312,33.745739,-84.3764,Dakota Blue,33.74216637933706,-84.37344045905427,Burger Joint
30312,33.745739,-84.3764,Grant Central Pizza & Pasta,33.74222730176126,-84.37345342321022,Pizza Place
30312,33.745739,-84.3764,Village Theatre,33.75004154651924,-84.37715455086514,Comedy Club
30312,33.745739,-84.3764,Java Cats Café,33.746596936595935,-84.37417745791298,Coffee Shop
30312,33.745739,-84.3764,Cupcake Lounge,33.74660429806932,-84.37405856137357,Cupcake Shop
30312,33.745739,-84.3764,Intown Market,33.750025456312116,-84.37691880213258,Grocery Store
30312,33.745739,-84.3764,Budi's Sushi,33.74986,-84.37836,Asian Restaurant
30312,33.745739,-84.3764,BP,33.74668114309563,-84.37986383564906,Gas Station
30312,33.745739,-84.3764,Grant St & Memorial Dr,33.746809,-84.376551,Intersection
30312,33.745739,-84.3764,Shell,33.74420592074174,-84.37953238937428,Gas Station
30312,33.745739,-84.3764,Your Pie,33.7465131,-84.3785113,Pizza Place
30312,33.745739,-84.3764,Turner Hill Exit,33.745592309110464,-84.37904915380535,Moving Target
30312,33.745739,-84.3764,Oakland Meadow,33.74779375595665,-84.37435268088653,Park
30312,33.745739,-84.3764,American Deli,33.74477767944336,-84.37966918945312,American Restaurant
30312,33.745739,-84.3764,Zombie Walk Atlanta,33.74666399623393,-84.37307455953905,Trail
30312,33.745739,-84.3764,American Roadhouse,33.74982809251412,-84.37860271386376,American Restaurant
30312,33.745739,-84.3764,Platform Apartments,33.748067,-84.378832,Residential Building (Apartment / Condo)
30312,33.745739,-84.3764,Rawson Washington Park,33.745046589497136,-84.38023852530509,Park
30312,33.745739,-84.3764,Gather,33.746628,-84.37216,Diner
30312,33.745739,-84.3764,East of Chicago Pizza,33.74955749511719,-84.37822723388672,Pizza Place
30312,33.745739,-84.3764,Confederate Obelisk,33.74788,-84.372129,Public Art
30312,33.745739,-84.3764,Pencil Factory Loft Pool,33.7495095179782,-84.37866934364538,Pool
30312,33.745739,-84.3764,Bahama Bay Conch Bar/ Grille,33.749805,-84.37792,Seafood Restaurant
30312,33.745739,-84.3764,Nirvana Yoga Studio,33.742219161109894,-84.37337234393495,Yoga Studio
30312,33.745739,-84.3764,Village Theatre Aquarium,33.750087196446366,-84.37723220211694,Aquarium
30313,33.761223,-84.39599,College Football Hall of Fame,33.760184,-84.3951345,Museum
30313,33.761223,-84.39599,Georgia Aquarium,33.76318578865493,-84.39490147560507,Aquarium
30313,33.761223,-84.39599,Centennial Olympic Park,33.76035574468761,-84.39350724220276,Park
30313,33.761223,-84.39599,Ocean Voyager built by The Home Depot,33.763131594120566,-84.39482682526112,General Entertainment
30313,33.761223,-84.39599,Beluga Tank,33.76306354955838,-84.39491668593914,Aquarium
30313,33.761223,-84.39599,Kwan's Deli and Korean Kitchen,33.76085112409367,-84.39406349170086,Sandwich Place
30313,33.761223,-84.39599,Sub Zero Nitrogen Ice Cream,33.76152818809207,-84.39483375026248,Ice Cream Shop
30313,33.761223,-84.39599,Ruth's Chris Steak House,33.760717,-84.3942665,Steakhouse
30313,33.761223,-84.39599,SunTrust Pier 225 Sea Lion Show,33.762973914938016,-84.39489479460624,Aquarium
30313,33.761223,-84.39599,Sea Otter Exhibit,33.76313794030706,-84.3948491376079,Zoo Exhibit
30313,33.761223,-84.39599,Tropical Diver presented by Southwest Airlines,33.763050800465315,-84.3948386797785,Aquarium
30313,33.761223,-84.39599,Der Biergarten,33.76177266971332,-84.3964053630989,German Restaurant
30313,33.761223,-84.39599,Hilton Garden Inn,33.7618814,-84.3956335,Hotel
30313,33.761223,-84.39599,Cigar Times,33.76153593689803,-84.39575420588763,Smoke Shop
30313,33.761223,-84.39599,World of Coca-Cola,33.76286032241633,-84.39316650014926,Museum
30313,33.761223,-84.39599,Atlanta Breakfast Club,33.76479891528359,-84.3954323984725,American Restaurant
30313,33.761223,-84.39599,National Center for Civil and Human Rights,33.764039245541376,-84.39308606163704,History Museum
30313,33.761223,-84.39599,Fountain of Rings,33.75952447261954,-84.39280012739826,Fountain
30313,33.761223,-84.39599,Max's Coal Oven Pizzeria,33.7615315660499,-84.39610480225092,Pizza Place
30313,33.761223,-84.39599,La Vie Hookah & Bistro,33.7632,-84.39636,Lounge
30313,33.761223,-84.39599,Chick-fil-A,33.758782006658556,-84.39869928252347,Fast Food Restaurant
30313,33.761223,-84.39599,State Farm Arena,33.75713943845985,-84.3963638412044,Basketball Stadium
30313,33.761223,-84.39599,Johnny Rockets,33.76239607004744,-84.39554486980164,Burger Joint
30313,33.761223,-84.39599,Park Bar,33.75819,-84.392779,Sports Bar
30313,33.761223,-84.39599,Omni Atlanta Hotel at CNN Center,33.75803365,-84.39448624,Hotel
30313,33.761223,-84.39599,Pemberton Place,33.762973771642805,-84.39360840627404,Plaza
