price,address,bds,ba,sqft,image
"$349,900","314 Grant St SE, Atlanta, GA 30312",2,3,"1,152","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$213,000","5440 Cascade Run SW, Atlanta, GA 30336",3,3,"1,803","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$412,500","8015 Glisten Ave, Sandy Springs, GA 30328",3,3,"2,114","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$590,000","3325 Piedmont Rd NE UNIT 1905, Atlanta, GA 30305",2,2,"1,568","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$205,000","3108 Pine Heights Dr NE, Atlanta, GA 30324",2,2,"1,249","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$355,000","1470 Pollard Dr SW, Atlanta, GA 30311",5,2,"3,200","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$254,950","3235 Roswell Rd NE, Atlanta, GA 30305",1,1,"1,080",N/A
"$341,220","2151 Colvin Ct NW UNIT 29, Atlanta, GA 30318",3,4,"1,953","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$410,000","10590 Morton Ridge Dr, Johns Creek, GA 30022",5,3,"2,822","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$450,000","9940 Carrington Ln, Johns Creek, GA 30022",5,3,"3,130","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$799,000","15350 Treyburn Manor Vw, Milton, GA 30004",5,4,"4,859","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$470,000","1030 Brookstead Chase, Johns Creek, GA 30097",5,4,"3,420","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$410,000","10590 Morton Ridge Dr, Johns Creek, GA 30022",5,3,"2,822",https://photos.zillowstatic.com/p_e/ISjvb1zqmyhkg01000000000.jpg
"$450,000","9940 Carrington Ln, Johns Creek, GA 30022",5,3,"3,130",https://photos.zillowstatic.com/p_e/IS7y1u0mguodg41000000000.jpg
"$470,000","1030 Brookstead Chase, Johns Creek, GA 30097",5,4,"3,420",https://photos.zillowstatic.com/p_e/ISnyoo5pw5beyu1000000000.jpg
"$730,000","835 Nettlebrook Ln, Milton, GA 30004",6,9,"6,961",https://photos.zillowstatic.com/p_e/ISniohn8phuoju1000000000.jpg
"$208,000","3777 Peachtree Rd NE APT 1117, Brookhaven, GA 30319",1,1,919,N/A
"$300,000","200 Renaissance Pkwy NE APT 304, Atlanta, GA 30308",2,2,"1,316",https://photos.zillowstatic.com/p_e/ISv0gt357o1cad1000000000.jpg
"$995,000","750 Eagles Mere Ct, Alpharetta, GA 30005",4,5,"3,496",https://photos.zillowstatic.com/p_e/IS3nm3okk946z40000000000.jpg
$1.78M,"3227 Watsons Bnd, Milton, GA 30004",6,9,"10,112",https://photos.zillowstatic.com/p_e/ISzfquswwa3rvw1000000000.jpg
"$290,000","1050 Delmont Ter, Roswell, GA 30075",2,2,"1,236",https://photos.zillowstatic.com/p_e/ISzbndyhowo6ni1000000000.jpg
"$543,000","3363 Bachelor St, East Point, GA 30344",4,4,"3,144","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$207,000","2956 Stream Vw, College Park, GA 30349",4,3,"2,530","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$155,900","2141 Red Oak Cir #21, Union City, GA",4,2,"1,322","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$155,900","2145 Red Oak Cir #23, Union City, GA",3,2,"1,427","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$154,400","2143 Red Oak Cir #22, Union City, GA 30291",4,2,"1,322","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$208,000","3777 Peachtree Rd NE APT 1117, Brookhaven, GA 30319",1,1,919,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$365,000","974 Grant St SE, Atlanta, GA 30315",3,2,"1,221",N/A
"$195,000","7106 Stonington Dr NE, Atlanta, GA 30328",3,3,"1,794","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$274,900","33 Ponce De Leon Ave NE, Atlanta, GA 30308",1,1,896,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$329,900","2498 Perry Blvd NW, Atlanta, GA 30318",3,4,"1,608","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$275,000","923 Peachtree St NE UNIT 2029, Atlanta, GA 30309",1,1,668,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$215,000","612 Abingdon Way, Sandy Springs, GA 30328",2,2,"1,330","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$100,000","100 Burbank Dr SW, Atlanta, GA 30314",6,2,"1,286","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
$1.20M,"4337 Town Commons Cir NE, Atlanta, GA 30319",5,6,"3,757","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$217,500","1333 Kenilworth Dr SW, Atlanta, GA 30310",3,2,960,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$242,000","1340 Wichita Dr SW, Atlanta, GA 30311",3,2,"1,800","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$250,000","1387 Avon Ave SW, Atlanta, GA 30310",3,2,"1,629","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$799,000","1422 Hanover West Dr NW, Atlanta, GA 30327",5,3,"2,760","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$160,000","2528 Ryne St NW, Atlanta, GA 30318",3,2,"1,022","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$202,500","7750 Roswell Rd APT 6D, Atlanta, GA 30350",3,3,"1,470","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$350,000","9945 Lake Forest Way, Roswell, GA 30076",3,3,"2,034","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$473,000","6010 Claiborne Cv, Roswell, GA 30075",5,4,"4,216","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$225,000","45 Nesbit Pl, Johns Creek, GA 30022",2,2.5,"1,560","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$558,000","564 Branyan Trl, Milton, GA 30004",6,5,"3,799",N/A
"$225,000","45 Nesbit Pl #45, Alpharetta, GA 30022",2,3,"1,560","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$369,350","2025 Goldenrod Rd #13, Roswell, GA 30076",4,4,"2,295","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$185,000","4404 Gladewood Run, Union City, GA 30291",4,3,"1,933","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$100,000","1577 Jonesboro Rd SE, Atlanta, GA 30315",2,1,"1,212",N/A
"$230,400","793 Pillar Hall, Fairburn, GA 30213",4,3,"2,759","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$310,000","200 River Vista Dr UNIT 536, Sandy Springs, GA 30339",2,2,"1,310","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$195,000","7106 Stonington Dr, Sandy Springs, GA 30328",3,2.5,"1,794",N/A
"$591,000","18 Veridian Lane, Alpharetta, GA 30009",4,4,"2,800",N/A
"$473,500","20052 Windalier, Roswell, GA 30076",4,4,"3,000",N/A
"$140,000","5205 Gladden Rd, Fairburn, GA 30213",3,2,"1,074",N/A
"$380,000","2151 Collins Dr NW, Atlanta, GA 30318",3,2,"1,518",https://photos.zillowstatic.com/p_e/ISf8v5clhld2ij0000000000.jpg
"$154,840","6069 Oakley Rd #58, Union City, GA 30291",3,3,--,https://photos.zillowstatic.com/p_e/ISzrj99igc3fw51000000000.jpg
"$171,900","2565 Centennial Cv, Atlanta, GA 30349",3,3,"1,712",https://photos.zillowstatic.com/p_e/ISyvy7pmsvcrxr0000000000.jpg
"$164,990","5646 Union Pointe Dr, Union City, GA 30291",3,3,"1,477",https://photos.zillowstatic.com/p_e/ISjjejhn0p1b2c0000000000.jpg
"$62,500","3104 Latona Dr SW, Atlanta, GA 30354",3,1,875,N/A
"$258,000","5788 Harrier Ln, Atlanta, GA 30349",5,3,"3,206",https://photos.zillowstatic.com/p_e/ISv8iceiwj8smx1000000000.jpg
"$162,000","4076 Robin Cir, Atlanta, GA 30349",3,3,"1,784","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$135,500","511 Creel Ln, Atlanta, GA 30349",3,3,"1,372","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$175,000","4652 Ravenwood Loop, Union City, GA 30291",3,3,"1,848","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$171,900","2565 Centennial Cv #94, Atlanta, GA 30349",3,3,"1,712","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$232,000","5400 Roswell Rd UNIT M11, Sandy Springs, GA 30342",2,2,"1,039","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$130,000","335 3rd St NE, Atlanta, GA 30308",1,1,435,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$155,000","2333 Beecher St SW, Atlanta, GA 30311",3,1,"1,445","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$185,000","1365 Richland Rd SW, Atlanta, GA 30310",3,1,"1,279","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$207,000","420/422 Atwood St, Atlanta, GA 30310",Studio,--,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$210,000","2309 Pine Heights Dr NE, Atlanta, GA 30324",2,2,"1,249","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
$1.35M,"831 Longwood Dr NW, Atlanta, GA 30305",6,6,"5,035","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$155,000","2333 Beecher Rd SW, Atlanta, GA 30311",3,1,"1,445","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
$3.23M,"3498 Paces Valley Rd NW, Atlanta, GA 30327",6,8,"7,180","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$310,000","375 Highland Ave NE UNIT 108, Atlanta, GA 30312",2,3,"1,478","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$30,000","879 Smith St SW, Atlanta, GA 30310","3,789",N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$286,000","244 Peters St SW UNIT 29, Atlanta, GA 30313",2,1,"1,232","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$562,500","235 Centennial Trce, Roswell, GA 30076",4,5,"3,180","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$193,000","3103 Queen Anne Ct, Sandy Springs, GA 30350",2,3,"1,160",N/A
"$696,875","2535 Hopewell Rd, Milton, GA 30004",3,3,"2,846","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$345,000","760 Ullswater Cv, Johns Creek, GA 30022",5,4,"2,534","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$445,000","120 Elaine Dr, Roswell, GA 30075",4,3,"1,708","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$635,000","780 Gates Mill Way, Milton, GA 30004",5,5.5,"3,395",N/A
"$699,900","200 Milestone Trl, Milton, GA 30004",6,6,"5,500","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$635,000","1060 Creek Ridge Pointe, Alpharetta, GA 30005",6,5,"5,977","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$160,000","6940 Roswell Rd UNIT 17A, Sandy Springs, GA 30328",2,2,"1,000","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$199,900","803 Brighton Point, Sandy Springs, GA 30328",2,3,"1,200","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$880,000","4245 Glengary Ct NE, Atlanta, GA 30342",5,4,"2,251","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$546,500","1634 Duncan Dr NW, Atlanta, GA 30318",4,4,"3,500","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$139,900","1150 Collier Rd NW APT K6, Atlanta, GA 30318",--,--,--,N/A
"$630,000","2045 Bluffton Way, Roswell, GA 30075",5,5,"2,911","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$85,000","355 Winding River Dr UNIT D, Atlanta, GA 30350",2,2,"1,408","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$142,000","2560 South Hls #B13, Riverdale, GA 30296",4,3,"1,936",https://photos.zillowstatic.com/p_e/ISvgwc6u9j3vzc1000000000.jpg
"$249,644","6628 Sky Leaf Ln #34, Fairburn, GA 30213",3,3,--,https://photos.zillowstatic.com/p_e/ISjjm9f9397v6n0000000000.jpg
"$325,000","399 Rivertown Rd, Fairburn, GA 30213",4,3,"3,792",https://photos.zillowstatic.com/p_e/ISrl50pyytcd1z0000000000.jpg
"$205,000","120 Apian Way, Palmetto, GA 30268",4,3,"2,184",https://photos.zillowstatic.com/p_e/IS3bpptx97cexm0000000000.jpg
"$110,000","2211 Bigwood Trl, Atlanta, GA 30349",2,3,"1,574",https://photos.zillowstatic.com/p_e/ISv4fzypm0uhg50000000000.jpg
"$192,000","7581 Parkland Bnd, Fairburn, GA 30213",3,3,"2,020",https://photos.zillowstatic.com/p_e/IS376o8c1uzb7q1000000000.jpg
"$210,000","1635 Mcclelland Ave, East Point, GA 30344",3,2,"1,522",https://photos.zillowstatic.com/p_e/IS7yhmtjpk5fb31000000000.jpg
"$203,150","2446 Gilbert Dr SW, Atlanta, GA 30331",4,3,"2,745",https://photos.zillowstatic.com/p_e/ISzzlk57fhqwj11000000000.jpg
"$225,600","4589 Creekside Cv, Atlanta, GA 30349",5,3,"2,371",https://photos.zillowstatic.com/p_e/ISzjx27oqifz1h1000000000.jpg
"$114,000","6374 Rockaway Rd #18, Atlanta, GA 30349",2,3,"1,424","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$249,644","6628 Sky Leaf Ln, Fairburn, GA 30213",3,3,"2,235","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$76,000","3933 Bonnie Ln SE, Hapeville, GA 30354",3,1,"1,075","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$315,800","3435 Kingsboro Rd NE, Atlanta, GA 30326",2,2,"1,680","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$378,000","680 Fraser St SE #74, Atlanta, GA 30315",2,2,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
$1.50M,"3795 Dumbarton Rd NW, Atlanta, GA 30327",4,3,"3,024","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$238,500","2255 Peachtree Rd NE UNIT 323, Atlanta, GA 30309",1,1,887,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$737,500","982 Cumberland Rd NE, Atlanta, GA 30306",3,3,"1,957","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$185,000","390 17th St NW UNIT 2067, Atlanta, GA 30363",1,1,770,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$242,000","3777 Peachtree Rd NE APT 1601, Brookhaven, GA 30319",2,2,"1,160","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$535,000","7225 Hunters Branch Dr, Sandy Springs, GA 30328",4,3,"2,392","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
$2.60M,"7 Vernon Rd NW, Atlanta, GA 30305",5,5,"5,568","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$294,000","9 Independence Pl NW, Atlanta, GA 30318",2,3,"1,320","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$75,000","3791 Adkins Rd NW, Atlanta, GA 30331",3,2,950,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
$2.00M,"30 Inman Cir NE, Atlanta, GA 30309",4,5,"3,400","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$969,000","663 Longwood Dr NW, Atlanta, GA 30305",4,3,"2,337","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
$1.75M,"685 Edinboro Rd NW, Atlanta, GA 30327",5,6,"6,775","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
$1.49M,"927 Amsterdam Ave NE, Atlanta, GA 30306",6,5,"4,827","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$310,000","923 Peachtree St NE UNIT 1533, Atlanta, GA 30309",1,1,867,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$955,000","3707 Peachtree Rd NE, Atlanta, GA 30319",4,5,"4,400","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$267,327","747 Ralph Mcgill Blvd NE UNIT 327, Atlanta, GA 30312",1,1,782,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$429,000","195 14th St NE UNIT 2907, Atlanta, GA 30309",2,2,"1,146","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$450,000","2053 Village Crest Dr NW, Atlanta, GA 30318",5,4,"3,200","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
