price,address,bds,ba,sqft,image
"$116,500","6976 Maddox Rd, Morrow, GA 30260",3,2,"1,362","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$208,900","10921 Wheeler Trce, Hampton, GA 30228",3,3,"1,800","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$120,000","7682 Bernardo Dr, Riverdale, GA 30296",3,3,"1,444","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$170,250","9277 Seminole Rd, Jonesboro, GA 30236",3,2,"1,964","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$175,000","8368 Creekridge Cir, Riverdale, GA 30296",3,2,"2,168","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$140,000","6639 Bretton Ct, Rex, GA 30273",3,2,"1,800","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$165,000","3181 Chippewa Dr, Rex, GA 30273",3,3,"2,318","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$199,000","510 Dominion Ct, Hampton, GA 30228",4,3,"2,126","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$227,300","1777 Alford Dr #81, Jonesboro, GA 30236",4,3,"2,356","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$253,525","586 Toronto Cir #111, Hampton, GA 30228",5,3,"2,747","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$118,000","766 Pineridge Dr, Forest Park, GA 30297",3,2,"1,088","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$180,000","9700 Brown Rd, Jonesboro, GA 30238",4,3,"1,888","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$169,000","1906 Portwest Way, Hampton, GA 30228",4,3,"2,024","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$253,525","586 Toronto Cir, Hampton, GA 30228",5,3,"2,747","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$80,000","2591 Old South Ct, Jonesboro, GA 30236",5,3,"1,138","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$99,000","8113 Woodlake Dr, Riverdale, GA 30274",2,3,"1,472","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$190,000","11979 Lovejoy Crossing Pl #108, Hampton, GA 30228",3,6,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$205,500","7615 Pine Gables Dr, Riverdale, GA 30296",4,3,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$155,000","9087 Endicott Pl, Jonesboro, GA 30236",3,2,"1,624","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$205,500","7627 Pine Gables Dr #15, Riverdale, GA 30296",4,3,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$236,000","11669 New Hope Rd, Hampton, GA 30228",3,3,"2,692","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$205,500","7615 Pine Gables Dr #13, Riverdale, GA 30296",4,3,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$110,000","7041 Babbling Brook Dr, Rex, GA 30273",4,3,"2,559","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$139,900","2118 4th Ave, Morrow, GA 30260",3,2,936,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$172,000","1070 Forest Gln, Jonesboro, GA 30238",3,3,"2,102","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$179,000","8011 Autumn Forest Dr, Jonesboro, GA 30236",3,3,"2,114","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$181,000","1798 Sandy Trail Dr, Hampton, GA 30228",4,3,"2,002","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$120,000","410 Eagles Flight Ln, Riverdale, GA 30274",3,2,"1,334",https://photos.zillowstatic.com/p_e/ISnquz7053t6zn1000000000.jpg
"$152,000","354 River Chase Dr, Jonesboro, GA 30238",3,2,"1,676",https://photos.zillowstatic.com/p_e/ISvsp3sjlh3fz20000000000.jpg
"$206,290","11958 Lovejoy Crossing Way, Hampton, GA 30228",4,3,"1,976",https://photos.zillowstatic.com/p_e/ISrlhlhwk9jwio0000000000.jpg
"$290,975","391 Layfield Dr #1, Jonesboro, GA 30238",6,4,"2,506",https://photos.zillowstatic.com/p_e/ISvgg4p60bjl1z0000000000.jpg
"$290,975","391 Layfield Dr, Jonesboro, GA 30238",5,4,"2,506",https://photos.zillowstatic.com/p_e/ISrxqojbmmpnp00000000000.jpg
"$234,575","489 Jefferson Chase St #3205, Atlanta, GA 30354",3,3,"1,891",https://photos.zillowstatic.com/p_e/ISjb0r3s3trm651000000000.jpg
"$139,900","2118 4th Ave, Morrow, GA 30260",3,2,936,https://photos.zillowstatic.com/p_e/IS7m0tdierf91g1000000000.jpg
"$181,000","1798 Sandy Trail Dr, Hampton, GA 30228",4,3,"2,002",https://photos.zillowstatic.com/p_e/ISrxy2s1ya3v3a0000000000.jpg
"$83,000","4530 Pine Dr, Forest Park, GA 30297",4,1,"1,152",https://photos.zillowstatic.com/p_e/ISnu1kfqq6bjr91000000000.jpg
"$88,000","385 Greenhill Way, Forest Park, GA 30297",3,2,"1,080","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$214,900","1502 Bogota Way, Jonesboro, GA 30236",4,3,"1,994","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$172,000","1070 Forest Gln, Jonesboro, GA 30238",3,3,"2,102","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$98,500","827 Dennis Dr, Forest Park, GA 30297",3,1,792,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$207,990","11958 Lovejoy Crossing Way #59, Hampton, GA 30228",4,3,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$205,405","2620 Lovejoy Crossing Dr #189, Hampton, GA 30228",4,3,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$239,900","8354 Carlton Rd, Riverdale, GA 30296",4,3,"3,060","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$178,900","5600 Grande River Rd, College Park, GA 30349",3,3,"2,204","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$80,000","8079 Attleboro Dr, Jonesboro, GA 30238",3,1,"1,040","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$120,000","302 Essex Dr, Jonesboro, GA 30238",3,2,"1,040","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$179,900","1352 Creekview Cir, Riverdale, GA 30296",4,3,"2,407","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$100,000","9220 Homewood Dr, Riverdale, GA 30274",3,3,"1,516","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$380,500","2726 Jodeco Cir, Jonesboro, GA 30236",4,4,"3,351","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$121,000","10375 Surf Ct, Jonesboro, GA 30238",3,2,"1,273","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$185,000","10541 Sourwood Ct, Jonesboro, GA 30238",4,3,"2,265","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$278,885","610 Toronto Cir, Hampton, GA 30228",5,4,"3,166","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$72,000","4546 Richard Rd, Conley, GA 30288",3,2,"1,026","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$125,000","6576 Bent Creek Dr, Rex, GA 30273",3,2,"1,199","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$145,000","5721 Sandhurst Dr, Forest Park, GA 30297",4,2,"1,674","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$115,000","385 Martin Dr, Jonesboro, GA 30238",3,2,"1,304","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$180,000","1451 Trafalgar Way, Hampton, GA 30228",4,3,"1,035","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$150,000","5707 Rex Mill Crk, Rex, GA 30273",3,3,"1,136","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$177,000","9531 Deer Crossing Trce, Jonesboro, GA 30236",4,3,"1,875","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$240,710","682 Muscadine Ln, Jonesboro, GA 30238",--,N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$162,000","6361 Clearbrook Dr, Morrow, GA 30260",4,3,"1,951","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$90,000","6744 River Road Ct, Jonesboro, GA 30236",3,2,"1,275","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$101,000","6055 Deerfield Ct, Morrow, GA 30260",3,1,"1,032","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$177,000","5782 Colonnade Dr, Rex, GA 30273",4,3,"2,222","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$160,000","8323 Taylor Rd, Riverdale, GA 30274",3,3,"1,626","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$230,255","485 Jefferson Chase St #3203, Atlanta, GA 30354",3,3,"1,891","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$190,000","555 Jake Trl, Jonesboro, GA 30238",4,3,"2,702","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$139,900","6836 Maddox Rd, Morrow, GA 30260",3,2,"1,450",https://photos.zillowstatic.com/p_e/ISv4frookpgjrh1000000000.jpg
"$101,000","6055 Deerfield Ct, Morrow, GA 30260",3,1,"1,032",https://photos.zillowstatic.com/p_e/ISr9gwfxtqebn40000000000.jpg
"$230,255","485 Jefferson Chase St #3203, Atlanta, GA 30354",3,3,"1,891",https://photos.zillowstatic.com/p_e/ISbhfcs28rjc5o1000000000.jpg
"$228,090","12229 Shelby Ct, Hampton, GA 30228",4,3,"2,363",https://photos.zillowstatic.com/p_e/IS7uqmw7becktn1000000000.jpg
"$155,000","6028 Navaho Trl, Morrow, GA 30260",4,4,"2,432",https://photos.zillowstatic.com/p_e/ISnmravtoxl3ls0000000000.jpg
"$139,900","5417 Sycamore Cir, Forest Park, GA 30297",3,1,974,https://photos.zillowstatic.com/p_e/ISzv6iejhg2l9j1000000000.jpg
"$108,000","5217 Kirk Dr, College Park, GA 30349",4,3,"1,488",https://photos.zillowstatic.com/p_e/ISjv3rx8l8rmoc0000000000.jpg
"$99,000","981 Astor Ave, Forest Park, GA 30297",3,3,"1,557",https://photos.zillowstatic.com/p_e/ISv8q20vboouj40000000000.jpg
"$108,000","735 S Carter Dr, Jonesboro, GA 30236",4,2,"1,658",https://photos.zillowstatic.com/p_e/ISf8f1as4wcjmu1000000000.jpg
"$190,000","9725 Silverstone Ct, Jonesboro, GA 30238",4,3,"2,222","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$170,000","7535 Palmetto Way, Riverdale, GA 30274",5,2,"1,939","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$229,129","340 Layfield Dr, Jonesboro, GA 30238",3,3,"2,235","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$229,900","1795 Deer Crossing Cir, Jonesboro, GA 30236",5,3,"2,778","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$155,000","2885 Medina Dr, Jonesboro, GA 30236",3,2,"1,344","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$168,000","7315 Williamsburg Dr, Riverdale, GA 30274",3,3,"1,798","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$75,879","1110 Tanglewood Rd, Jonesboro, GA 30236",4,2,"1,178","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$167,000","1206 Village Path, Jonesboro, GA 30238",3,2,"1,817","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$50,000","4124 Murray Lake Cir, Forest Park, GA 30297",3,2,"1,003","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$241,000","12000 Turner Rd, Hampton, GA 30228",3,3,"2,906","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$179,000","12827 Dolphin Point, Hampton, GA 30228",4,3,"2,027","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$60,000","12122 Edgewater Dr, Hampton, GA 30228",1.92,N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$138,000","363 E Downing Ct, Jonesboro, GA 30238",3,3,"1,118","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$172,000","11941 Harbour Town Pkwy, Fayetteville, GA 30215",4,3,"1,769","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$77,000","842 Oak Dr, Riverdale, GA 30274",3,2,"1,075","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$60,000","12122 Edgewater Dr #15, Hampton, GA 30228",1.92,N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$220,000","4359 Goldleaf Ter, Rex, GA 30273",4,3,"2,449","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$160,500","3643 Charlotte Dr, Rex, GA 30273",3,2,"1,378","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$122,500","6197 Fieldcrest Dr, Morrow, GA 30260",3,2,"1,132","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$183,000","1590 Chattahoochee Ct, College Park, GA 30349",4,3,"2,165","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$182,900","2571 Rosecommons Dr, Hampton, GA 30228",3,3,"1,258","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$175,900","1834 Coventry Way, Jonesboro, GA 30236",4,3,"2,144","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$94,000","1786 Glen View Way, Hampton, GA 30228",2,2,"1,228","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$175,000","11628 Flemming Ct, Hampton, GA 30228",3,3,1,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$112,000","701 Georgetown Ln, Jonesboro, GA 30236",3,3,"1,568","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$16,500","11507 Summer Trce, Hampton, GA 30228",--,--,--,N/A
"$165,000","3930 Alderwoods Dr, Jonesboro, GA 30236",4,3,"1,864","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$120,000","212 Scarsdale Dr, Riverdale, GA 30274",4,2,"1,735","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$104,900","3211 Creekwood Dr, Rex, GA 30273",3,2,"1,495","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$225,000","2445 Greenfield Ln, Jonesboro, GA 30236",3,3,"2,249","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$132,000","2086 Old Rex Morrow Rd, Morrow, GA 30260",3,2,"1,640","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$147,900","10443 Tobano Trl, Jonesboro, GA 30238",4,2,"1,234",https://photos.zillowstatic.com/p_e/IS7ip94kop4pmh0000000000.jpg
"$225,000","2445 Greenfield Ln, Jonesboro, GA 30236",3,3,"2,249",https://photos.zillowstatic.com/p_e/ISjfvpm70b22f60000000000.jpg
"$225,990","676 Muscadine Ln LOT 4, Jonesboro, GA 30238",4,3,--,https://photos.zillowstatic.com/p_e/ISf0l8lvptcrwb0000000000.jpg
"$195,000","7497 Petunia Dr, Riverdale, GA 30296",5,3,"2,698",https://photos.zillowstatic.com/p_e/ISrlte8e7waolj1000000000.jpg
"$200,000","655 Millstone Dr, Jonesboro, GA 30238",6,4,"4,057",https://photos.zillowstatic.com/p_e/ISf87n5phrgn3o0000000000.jpg
"$145,000","8534 Avalon Dr, Riverdale, GA 30274",4,2,"1,924",https://photos.zillowstatic.com/p_e/ISr1i84z8czkao1000000000.jpg
"$149,900","10381 Ivygate Ave, Jonesboro, GA 30238",3,2,"1,474",https://photos.zillowstatic.com/p_e/ISz39htmu6dp651000000000.jpg
"$143,025","1657 Highway 138 E, Jonesboro, GA 30236",3,2,"1,258",https://photos.zillowstatic.com/p_e/ISbxfza667gked1000000000.jpg
"$144,000","6188 Continental Cir, Morrow, GA 30260",4,--,"1,884",https://photos.zillowstatic.com/p_e/ISvsty6fdmgm5x0000000000.jpg
"$209,900","1906 Sandy Trail Dr, Hampton, GA 30228",4,3,"2,877","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$143,000","10777 Knotty Pine Pl, Hampton, GA 30228",3,2,"1,434","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$179,900","6186 Culver Dr, Morrow, GA 30260",3,2,"1,600","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$134,400","8062 Linda Ct, Jonesboro, GA 30238",3,2,"1,396","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$212,000","2018 Spivey Village Dr, Jonesboro, GA 30236",4,3,"2,066","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$188,000","5851 Sunflower Ct, Ellenwood, GA 30294",4,3,"1,982","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$145,000","10435 Tobano Trl, Jonesboro, GA 30238",3,3,"1,710","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$96,500","4628 City View Dr, Forest Park, GA 30297",2,1,720,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$114,000","687 Georgetown Ln, Jonesboro, GA 30236",3,3,"1,568","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$155,000","5820 Meadow Ln, Rex, GA 30273",3,2,"1,862","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$130,000","6988 Sun Valley Way, Riverdale, GA 30274",3,2,"1,480","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$175,000","668 Swamp Creek Dr, Jonesboro, GA 30238",4,2,"1,778","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$135,000","6520 King William Dr, Morrow, GA 30260",3,3,"1,851","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$180,000","11801 Fairway Overlook, Fayetteville, GA 30215",3,3,"1,704","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$185,000","6043 Heisler St, Rex, GA 30273",3,3,"1,808","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
$1.50M,"3040 Emerald Dr, Jonesboro, GA 30236",5,7,"5,335","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$220,000","3224 Rex Ridge Dr, Rex, GA 30273",4,3,"2,678",N/A
"$158,000","3236 Poplar Ridge Dr, Rex, GA 30273",3,2,"1,444","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$165,000","151 Carolinas Way, Fayetteville, GA 30215",4,3,"3,124","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
